sugar_component,health_label_component,price_component,interaction_sugar_health,sem_utility_component,error_component,total_utility
0.8701351160153474,0.14477853397644558,0.10809405173860445,1.2494273548933295,4.822971976218751,0.7565810534288353,7.951988086271314
0.8701351160153474,0.14477853397644558,0.10809405173860445,1.2494273548933295,4.822971976218751,-1.101980420444563,6.0934266123979155
0.8701351160153474,0.0,-0.32813348722550195,0.0,4.822971976218751,-0.27516330885803314,5.089810296150564
0.0,0.14477853397644558,-0.32813348722550195,0.0,4.822971976218751,0.09108232065594087,4.730699343625636
0.8701351160153474,0.0,0.10809405173860445,0.0,4.822971976218751,1.7741659244981616,7.5753670684708645
0.8701351160153474,0.0,-0.32813348722550195,0.0,4.822971976218751,1.774334419574403,7.139308024583
0.8701351160153474,0.14477853397644558,0.10809405173860445,1.2494273548933295,5.238073566363449,2.8161015235911377,10.426610146578314
0.8701351160153474,0.14477853397644558,0.10809405173860445,1.2494273548933295,5.238073566363449,-0.6987469050367786,6.911761717950397
0.8701351160153474,0.14477853397644558,0.5443215907027108,1.2494273548933295,5.238073566363449,0.08437976603293695,8.131115927984219
0.0,0.14477853397644558,-0.32813348722550195,0.0,5.238073566363449,-0.2080299636195636,4.846688649494829
0.0,0.14477853397644558,0.5443215907027108,0.0,5.238073566363449,3.872835562100481,9.800009253143086
0.0,0.14477853397644558,0.5443215907027108,0.0,5.238073566363449,-1.2537788737626245,4.673394817279981
0.8701351160153474,0.14477853397644558,0.10809405173860445,1.2494273548933295,5.164204604802244,-0.5802189593351147,6.956420702090856
0.8701351160153474,0.14477853397644558,0.10809405173860445,1.2494273548933295,5.164204604802244,1.432599589256254,8.969239250682225
0.8701351160153474,0.0,-0.32813348722550195,0.0,5.164204604802244,1.606048718497461,7.312254952089551
0.8701351160153474,0.0,0.10809405173860445,0.0,5.164204604802244,1.5964653075513022,7.7388990801074975
0.8701351160153474,0.0,-0.32813348722550195,0.0,5.164204604802244,1.0140311061942537,6.720237339786343
0.8701351160153474,0.14477853397644558,0.10809405173860445,1.2494273548933295,4.504448645497421,0.2958112503851076,7.172694952506256
0.8701351160153474,0.14477853397644558,0.10809405173860445,1.2494273548933295,4.504448645497421,0.5699794386592365,7.446863140780385
0.8701351160153474,0.0,-0.32813348722550195,0.0,4.504448645497421,1.066465597453319,6.112915871740586
0.0,0.14477853397644558,-0.32813348722550195,0.0,4.504448645497421,0.05512074246800043,4.376214434716365
0.8701351160153474,0.0,0.10809405173860445,0.0,4.504448645497421,1.8955576810693562,7.3782354943207284
0.8701351160153474,0.0,-0.32813348722550195,0.0,4.504448645497421,1.0627177395249494,6.109168013812216
0.8701351160153474,0.14477853397644558,0.10809405173860445,1.2494273548933295,5.2121641788524835,0.7846547194903473,8.369253954966558
0.8701351160153474,0.14477853397644558,0.10809405173860445,1.2494273548933295,5.2121641788524835,0.49604426191702194,8.080643497393233
0.8701351160153474,0.14477853397644558,0.5443215907027108,1.2494273548933295,5.2121641788524835,-0.43044126490642654,7.590385509533889
0.0,0.14477853397644558,-0.32813348722550195,0.0,5.2121641788524835,1.5017686843259066,6.530577909929334
0.0,0.14477853397644558,0.5443215907027108,0.0,5.2121641788524835,0.3256897599722889,6.226954063503929
0.0,0.14477853397644558,0.5443215907027108,0.0,5.2121641788524835,0.10813689812127153,6.009401201652912
0.0,0.0,-0.32813348722550195,0.0,3.8241861800420005,3.0456822651787485,6.5417349579952475
0.8701351160153474,0.14477853397644558,0.10809405173860445,1.2494273548933295,3.8241861800420005,0.06685264128981001,6.263473877955537
0.8701351160153474,0.0,-0.32813348722550195,0.0,3.8241861800420005,1.676853892275152,6.043041701106998
0.0,0.14477853397644558,-0.32813348722550195,0.0,3.8241861800420005,2.6991311313312916,6.339962358124236
0.0,0.14477853397644558,0.5443215907027108,0.0,3.8241861800420005,-1.0898028638813648,3.423483440839792
0.8701351160153474,0.0,-0.32813348722550195,0.0,3.8241861800420005,-1.2150997721141943,3.1510880367176517
0.8701351160153474,0.14477853397644558,0.10809405173860445,1.2494273548933295,5.16574828519092,-0.5021873648943974,7.03599597692025
0.8701351160153474,0.14477853397644558,0.10809405173860445,1.2494273548933295,5.16574828519092,1.0125597563090183,8.550743098123666
0.8701351160153474,0.14477853397644558,0.5443215907027108,1.2494273548933295,5.16574828519092,2.275190621494386,10.24960150227314
0.0,0.14477853397644558,-0.32813348722550195,0.0,5.16574828519092,-0.1421510540855143,4.84024227785635
0.8701351160153474,0.0,0.10809405173860445,0.0,5.16574828519092,0.5445705625588713,6.688548015503743
0.0,0.14477853397644558,0.5443215907027108,0.0,5.16574828519092,2.0390504832290266,7.893898893099104
0.8701351160153474,0.14477853397644558,0.10809405173860445,1.2494273548933295,3.8827849272647073,0.3804595277156419,6.635679511604076
0.8701351160153474,0.14477853397644558,0.10809405173860445,1.2494273548933295,3.8827849272647073,3.3525866209137236,9.607806604802157
0.8701351160153474,0.14477853397644558,0.5443215907027108,1.2494273548933295,3.8827849272647073,-0.8756449249123871,5.815802597940153
0.0,0.14477853397644558,-0.32813348722550195,0.0,3.8827849272647073,1.205781850194177,4.905211824209828
0.0,0.14477853397644558,0.5443215907027108,0.0,3.8827849272647073,-0.08273673573279601,4.489148316211067
0.0,0.14477853397644558,0.5443215907027108,0.0,3.8827849272647073,0.9847125655655925,5.556597617509456
0.8701351160153474,0.14477853397644558,0.10809405173860445,1.2494273548933295,5.189342152118871,0.30909517743471354,7.870872386177311
0.8701351160153474,0.14477853397644558,0.10809405173860445,1.2494273548933295,5.189342152118871,0.2341744207870032,7.7959516295296005
0.8701351160153474,0.0,-0.32813348722550195,0.0,5.189342152118871,1.5877321976097285,7.319075978518445
0.0,0.14477853397644558,-0.32813348722550195,0.0,5.189342152118871,-1.2507057489370375,3.7552814499327773
0.8701351160153474,0.0,0.10809405173860445,0.0,5.189342152118871,-0.40028195014802953,5.767289369724794
0.8701351160153474,0.0,-0.32813348722550195,0.0,5.189342152118871,-1.0314371994746565,4.6999065814340595
0.8701351160153474,0.14477853397644558,0.10809405173860445,1.2494273548933295,5.274622127046882,-0.8118862024643584,6.835170981206251
0.8701351160153474,0.14477853397644558,0.10809405173860445,1.2494273548933295,5.274622127046882,0.09315265531343772,7.740209838984048
0.8701351160153474,0.14477853397644558,0.5443215907027108,1.2494273548933295,5.274622127046882,-0.9358719147589799,7.147412807875735
0.0,0.14477853397644558,-0.32813348722550195,0.0,5.274622127046882,2.3788674078233454,7.4701345816211715
0.0,0.14477853397644558,0.5443215907027108,0.0,5.274622127046882,1.522642541712169,7.486364793438208
0.0,0.14477853397644558,0.5443215907027108,0.0,5.274622127046882,3.073002903772304,9.036725155498342
0.8701351160153474,0.14477853397644558,0.10809405173860445,1.2494273548933295,6.556041804584417,0.9325926723827583,9.861069533590904
0.8701351160153474,0.14477853397644558,0.10809405173860445,1.2494273548933295,6.556041804584417,0.70901177682869,9.637488638036835
0.8701351160153474,0.14477853397644558,0.5443215907027108,1.2494273548933295,6.556041804584417,1.1502410818275248,10.514945481999776
0.0,0.14477853397644558,-0.32813348722550195,0.0,6.556041804584417,-0.5679001577246496,5.804786693610712
0.8701351160153474,0.0,0.10809405173860445,0.0,6.556041804584417,0.8181957978045651,8.352466770142934
0.8701351160153474,0.0,-0.32813348722550195,0.0,6.556041804584417,1.109260257207093,8.207303690581357
0.8701351160153474,0.14477853397644558,0.10809405173860445,1.2494273548933295,3.872917594286578,0.2453801071228748,6.49073275803318
0.8701351160153474,0.14477853397644558,0.10809405173860445,1.2494273548933295,3.872917594286578,1.8845450628673317,8.129897713777636
0.8701351160153474,0.0,-0.32813348722550195,0.0,3.872917594286578,-0.48272462060761134,3.932194602468812
0.0,0.14477853397644558,0.5443215907027108,0.0,3.872917594286578,2.557788761285252,7.119806480250986
0.8701351160153474,0.0,-0.32813348722550195,0.0,3.872917594286578,-1.466524668023434,2.9483945550529893
